id,value
32536055586,85
32536055589,30
32536406917,30
32536406918,56
32537817205,60
32537817207,84
32537817208,48
32537817209,38
32538840398,85
32538847336,90
32538847341,63
32539462692,23
32539462693,11
32539462694,60
32539462696,4
32539462697,80
32541030491,45
32541259696,19
32541902634,93
32541902662,56
32541902665,45
32541902672,75
65085197631,26
65085740408,42
65086068589,92
11447599,85
14930360,62
14930361,55
14930363,29
16784299,58
16784300,90
18198301,7
10845424002,49
32536237595,82
32536237596,92
32539478071,12
43387865691,58
10848919598,15
32537657674,86
32537657672,66
10863733980,93
11213549,63
10862869452,77
32536120163,1
32536231458,64
32536231633,63
32536286115,51
32536394546,28
32536395112,9
32537670277,96
32539614002,23
32539614003,47
32539614063,78
32539614064,26
32539663965,71
32539663966,18
32541029554,60
32541612540,60
32541924416,64
65082430418,67
65085114982,42
65085474512,78
65086068404,91
65086429728,1
75917419171,45
32537657678,95
32540799171,41
32537657680,29
14930365,93
15306804,6
18056173,23
18056174,56
10847672319,18
10848011633,51
10849034906,17
10850200503,67
10860069451,62
21692984899,29
32536237597,51
32540799174,86
16784302,97
32535958931,28
32538581710,50
32537657664,55
8841132,72
13187012,73
14930364,59
10846812260,49
10853470656,61
10855822373,93
10857100889,67
10860059959,23
32536487220,20
32537501573,14
32537657670,42
32539598779,31
32539598780,49
32539598784,4
32539598785,4
32541794742,77
32539598778,66
32538531061,21
32538581706,71
32541794737,7
54227609117,88
54227641499,95
54227889246,2
32537657662,42
32535958910,87
32535958913,74
32538635451,25
32537817199,55
43398059030,6
32536055554,90
13354924,75
32536286166,46
32536293677,61
8969452,31
8969558,4
7238104,24
10847975438,34
10852370377,53
10853372030,91
10859299085,25
10859299086,69
21694776164,64
21708296350,98
32537501563,68
32539781902,78
43387445203,100
32539462687,35
32537817195,96
75931803109,65
32540798214,4
43396931812,62
54226639584,93
54227528737,25
32536417500,11
32537663188,37
32536293284,49
32541903767,20
32539868925,48
32540919206,32
32541575678,87
65081512306,21
32541453369,39
32540595906,95
32541453797,39
32538511374,57
32538511377,37
32538511380,83
32541453366,29
32540798200,16
32539648703,92
32536133172,16
32538505264,85
65083021630,42
65083460323,83
43398059014,2
32537517732,86
32536017412,85
43389975889,37
13186842,60
32536017416,12
32539648702,60
32538511386,23
32536417523,43
17126200,63
32541453800,59
32540595912,55
17126201,61
32538511389,86
18197979,39
32539759561,35
15299069,74
10845688911,43
15299072,20
32539759559,38
32540595909,52
32539759557,28
32536417511,73
32536417514,7
32540798197,38
65081512336,52
65086260326,57
32536417517,21
32540718664,30
32536417520,11
32536133252,54
32536133274,87
32536748530,91
32539648715,25
43387868589,83
32536133271,77
32536026918,34
32536026919,77
32538511383,34
10854372486,41
32536040835,85
32536040836,54
32536071178,47
32536133240,22
32536133245,12
32536149941,22
32537532500,59
32538840414,73
32539648714,9
32541903804,64
32541918319,11
32537517758,12
16784309,11
10863288253,38
32536026916,49
32538679007,18
32540798217,7
32540798220,18
4377297,63
32537517764,22
32540798194,19
10863381975,14
32537517734,32
43394021760,100
32541340081,34
32537663168,76
32536417497,91
32536417492,49
8841232,29
21698202362,35
10863286324,32
10863286330,100
21691236723,30
21692111228,41
32536134948,34
32536327655,64
32537809132,20
32538531240,20
32538742407,84
32539597723,6
32539597724,5
32539597725,70
32540594846,93
32540594849,18
32539656458,54
32537663150,4
32536026911,25
32539759500,13
32539648690,74
32541903740,42
10863163527,62
32536293571,80
32540862194,62
32536026910,45
32536071008,78
32536071014,4
32536071024,87
32536164592,97
32536223562,8
32536487249,41
32537517705,47
32537663164,11
32537663166,34
32537830343,47
32538387055,49
32539648685,100
32539648686,29
32539648687,36
32539648688,26
32540718652,83
32541779445,92
32541903734,56
32541903737,5
32542217262,89
32536056163,40
32536070999,54
32536071003,11
32537663154,73
32537663156,26
32537663158,25
32537809134,47
32537809136,10
32539597726,93
32539597727,39
32539656462,73
32539656464,53
32539656466,72
32539759490,35
32539759491,81
32539759493,47
32539759495,11
32539759498,16
32541889042,54
32541889044,31
32541903728,60
43387868583,70
54227076115,38
32536480879,4
32538668319,7
32538840410,70
32536293576,27
21695452098,26
75931826157,40
75931956049,21
75931956234,25
75932002957,4
75932002964,13
75932145579,79
75932842952,3
75932842955,32
75932843283,73
75932856638,41
75932863216,60
75932863219,88
75933293617,27
75933426497,88
75933545915,47
75934011182,69
75934011183,83
75934036452,85
21695692092,24
21697954196,51
21698609795,78
21698609796,45
32536017364,45
32536017375,58
32536017379,94
32536017381,70
32536017390,26
32536017399,45
32536017405,45
32536017407,63
32536071040,38
32536071043,74
32536071045,98
32536071046,1
32536071050,78
32536071052,30
32536071060,93
32536071064,72
32536071069,19
32536127198,62
32536480878,25
32537162462,72
32537187148,3
32537517717,52
32537517718,7
32537517720,68
32537517721,45
32537517723,16
32537517724,20
32537517726,46
32537517728,42
32537663172,87
32537663174,33
32537663176,80
32537663178,29
32537663180,60
32537663182,37
32537663184,49
32537663185,24
32538511357,71
32538553576,66
32538668301,6
32538668305,92
32538668308,84
32538668315,5
32538674470,42
32538674474,16
32538674478,10
32538674482,42
32539162709,1
32539648691,15
32539648692,17
32539648693,41
32539648694,66
32539648695,70
32539648696,44
32539648697,12
32539648698,2
32539648699,1
32539648700,45
32539648701,98
32539759509,66
32539759516,33
32539759518,100
32539759520,23
32539759522,33
32539759527,41
32539759528,1
32539759531,78
32539844758,30
32540612363,82
32540718609,63
32540718655,29
32540718658,22
32540860547,55
32541397603,89
32541575665,52
32541575669,14
32541779450,3
32541779451,47
32541779454,89
32541779459,29
32541903749,40
32541903753,25
32541903756,69
32541903758,33
32541903761,40
32541903765,53
43391845410,50
14930396,58
21695692088,48
21695692089,93
21700799117,35
21700799131,35
21700799132,52
10848784068,36
10848897887,13
10859666070,99
21695692090,79
21695692091,56
21700799133,99
32537517730,99
32537719129,81
32541779461,22
32541779462,24
32536133235,42
32540595893,68
21691533242,75
10852489961,88
32541903745,8
32536293567,14
32536822363,49
32536071032,41
8969583,41
10859968758,82
32536293581,18
32541776519,58
10859757754,100
10859757755,78
32536222943,23
32536222945,77
32536286313,27
32537830187,76
32538847471,67
32539607242,70
32539607282,100
32539766747,21
32540862199,7
43389577172,9
32539759502,90
10854903080,67
10859822329,52
10848784105,2
32540919203,72
32540921124,52
32537830587,91
2414388,4
11213433,95
54227609132,17
14603739,73
10846697576,52
10846984989,59
10847233035,50
10847919344,5
10848679297,16
10848679298,93
10849003045,46
10849435486,83
10849435487,96
10849435493,95
10849988694,62
10849988695,83
10849988696,35
10849988697,34
10849988698,16
10851170537,53
10851794232,7
10851794437,96
10851794438,60
10851794439,80
10852005372,6
10852005373,1
10852626398,39
10852852269,33
10852852270,56
10859888794,86
21695451573,11
21698609494,98
21700798985,42
32536164511,35
32536393661,24
32537649387,84
32537649389,33
32536416991,95
32537187248,89
32541737472,85
32536487231,4
32537532533,92
32539759111,50
32540920406,45
32540920408,77
32540920411,45
32541039605,37
32541737556,3
32537720701,20
10849003067,69
21697954172,38
32536062388,54
32536062398,88
32536062401,12
32536062407,46
32537712351,87
32537720695,61
32537720697,100
32537720699,54
32538635496,53
32539461744,73
32539759096,19
32539759098,25
32539759100,28
32539759102,6
32540919186,80
32541737458,68
32541737461,27
32541737465,49
32541737467,10
32541737469,57
32541979150,67
32542217243,54
43390852339,93
6558138,52
32538505078,64
32541722269,85
32539461743,13
10848925752,92
10850831739,78
10856584395,73
10856584396,49
10859968299,88
10859968300,45
32536062384,83
32536224379,74
32536487228,2
32537720693,62
32538505082,92
32539655925,40
32539655927,31
32539655929,87
32541611719,12
32536327361,29
32536327364,3
32536327367,10
32536327368,64
32536327376,86
32537662357,26
32537712353,5
32537712355,52
32537712357,64
32539461745,21
32539461746,86
32539461747,81
32540919504,31
32541722273,96
32541722275,68
32541722266,10
32540860582,46
10863382127,60
10849034709,29
43398059013,98
32536141365,93
32536141367,41
32539656428,61
32541795712,15
32541795715,54
32539656426,99
21691316514,7
32541737454,96
32536327354,98
32536126889,9
32536062382,78
32536062377,6
32541737453,25
43389975887,12
10854769737,44
32539598777,14
32538581703,43
21708327468,40
65082126374,11
65085929880,69
65086757904,3
32540920581,15
32540920578,6
32536293680,5
32540920584,70
32536416986,91
32542147123,5
32540799164,86
11213568,61
10846953402,50
10849034786,42
10852275814,100
32539663964,39
32540168156,82
32541924409,5
32539598782,98
32538847529,12
32538847532,90
16784301,79
32536027697,4
32536357277,42
32539483927,39
32540822130,98
43389577175,5
18056172,56
10847919399,15
10852852321,37
10852852322,39
10857100533,92
10858582077,15
10859320848,41
32538531221,49
32537657619,14
32537657666,80
10856585083,27
8841213,7
32537657668,78
10848925795,6
32536028085,19
32541404379,54
32542147105,44
32536357187,95
32540920571,18
21699945353,56
32535958927,71
21708631227,11
32536416959,80
32538847522,14
32538847525,52
32540919501,75
32540920574,97
32539598783,47
32541794740,18
32535958924,91
32535958926,41
32536028082,61
32536062376,30
32537720691,36
5973822,78
14930371,81
17126711,74
10846812384,30
10847813284,47
10847813285,51
10849435275,90
10850207408,42
10851794287,3
10852005291,21
10853116555,32
10854591874,97
10854591875,56
10854597908,49
10855351985,85
10857100776,33
10857100777,54
10857100778,3
10857431976,77
10859073839,74
10859484585,54
10859757752,1
10859888932,10
10859940320,78
10859940321,89
32536103309,58
32536103314,66
32537745514,94
32538732580,36
32539607240,23
43393378858,55
43394021756,49
32539655923,30
32536416965,52
21699945425,97
32536416962,85
6808118,8
32541737451,49
32536028079,38
32539598781,3
32536133062,95
10855034798,34
32536028076,43
4943130,54
32540799161,91
32536133066,17
10854929231,28
32535958919,6
32540108751,57
32537808690,59
10854929699,36
32537808688,20
10854929629,40
32538847655,77
32536412807,65
32537808692,60
32539591641,46
32539591642,94
32536133071,55
10852276056,94
10856688090,92
10862870173,66
10862870177,9
65082858015,98
65083087679,46
65085740506,57
65085740507,36
65085888788,72
65085888911,23
65086068569,66
65086068590,94
75917062017,63
32540926370,49
32538847652,32
10846221367,6
65081717205,78
65086260240,82
65086757905,49
32536070820,57
32539597722,90
32536070825,66
32537663114,56
10848672640,22
10854973267,78
10859508999,7
32536070855,84
32536141355,75
32536141357,49
32536141362,15
32537663116,81
32537809106,52
32538687853,45
32539656430,60
32541795730,41
32541888953,30
32541888986,30
32537663112,17
32539597721,52
32536327649,49
32536070832,62
32536070847,40
10863228334,28
32537809098,76
43397640344,70
43397640345,90
54227528710,53
65081075525,82
65082126375,80
65083559148,47
65085250263,48
65085740342,93
32541795718,47
32541795722,14
32538742398,17
10848784252,38
2414386,66
32537720687,14
17126222,54
17126221,36
15299139,2
17126223,8
18056181,92
10849737178,9
10849737179,18
10854695882,26
10854695883,49
10854695884,31
10856687905,65
10860147165,39
32536071005,21
32537663160,23
32537663162,25
32538531244,95
32536417495,50
21693097004,57
21692984884,86
21698609562,52
32535957600,76
32535957603,93
32535957606,100
43395383059,68
43395383060,16
43397559042,29
43397559043,1
54227255638,8
54227255639,38
54227255642,75
54227255644,21
65086068480,71
6808120,9
32537809130,73
21708072288,87
65082159732,43
65082159733,37
65082431319,76
65082431333,41
65082431339,25
65084083245,45
65084083246,49
65084083247,83
65084083248,6
65084083249,80
65084083250,48
65084083251,78
65084818491,90
65084818492,40
65084818493,64
65084818494,87
65084818495,28
65085929891,28
65086758004,53
65086878979,66
32540594843,19
32540594827,66
10859967562,84
32540612360,44
14930395,35
15306805,13
16784307,95
16784308,51
18056183,21
10846984647,78
10848045298,46
10848193371,93
10848256781,5
10848753947,96
10849003292,44
10849435176,57
10850037364,84
10850037365,62
10850253866,6
10851237346,42
10853056098,30
10853116461,8
10862480020,8
10863003217,45
10863003223,89
21692111337,33
21692111338,100
21692984906,83
32536237598,41
32536237599,23
75933981533,18
32538511351,60
32539656460,19
32536417496,63
43393370660,84
43395446529,58
43396118315,92
54227174369,68
54227174451,34
54227174453,22
75931925690,51
75931925758,39
32541903723,87
10846697559,61
10849988749,31
10857326272,58
10859509487,4
32536222932,11
32538531251,84
32537663152,61
10860147761,4
2414339,15
32536141337,85
32536134944,97
819600,5
2321039,55
3333995,37
3333996,45
3734323,93
7678782,61
11213459,47
16455543,19
16784304,63
17179869,20
19551692,11
10847232824,87
10848256808,61
10849435177,73
10851794343,47
10854799081,34
10858429679,44
32536070817,58
32537663110,27
32539663968,95
43394021757,63
32540594825,46
32536141343,28
32538742400,96
32538505258,41
32538505261,67
32536134945,56
10859822514,11
10852272025,42
10853470530,55
10857100677,75
21695451448,36
32536657227,100
32541030352,61
32537809100,8
32536141349,61
10848784071,70
32537809102,64
32536141347,62
65079582228,6
11213432,84
32536416956,65
32541029455,65
32539655919,17
32541737444,90
10856799734,39
32537720689,15
32539655921,31
32541737448,43
32539655917,73
10849988794,52
10849988795,63
10850037300,63
10852852328,99
10859509978,7
10859933759,67
21697954234,43
21699945459,37
21699945460,90
32536048419,84
32536048430,58
32536048437,87
32536048440,29
32536055820,11
32536062373,90
32536126818,80
32536178622,80
32536178623,36
32536319986,56
32536319987,78
32536327348,7
32536327351,15
32536416954,25
32537470443,46
32537532531,6
32537532532,51
32537649931,40
32537662658,34
32537662660,67
32537662661,94
32537720684,1
32537720685,29
32537816769,52
32537816771,94
32538422178,3
32538422180,74
32538422183,45
32538505819,35
32539461742,47
32539591668,50
32539598509,83
32539598510,86
32539598511,97
32539598512,22
32539598513,17
32539598514,36
32539655913,96
32539655915,61
32539715758,30
32539715759,32
32539715764,97
32539844757,60
32539897358,89
32540798924,51
32541611709,29
32541611717,14
32541737441,66
32541788000,40
32541788005,55
32541788010,88
32541788013,61
32541888059,6
32541979148,47
32541979149,14
32542105664,83
32542105666,24
32542217259,69
43391845409,65
32539461740,76
32536327335,14
32541722254,95
32536412813,34
32536412803,100
75917061993,5
65081608017,2
65086567102,97
75917236083,100
32541581130,7
32541581131,89
32536140745,82
32537649741,54
32542013881,70
32536140752,7
65082430413,81
1712284,95
10856688274,57
32537719990,13
14322261,28
65084818490,65
65085888767,52
65085929888,56
65086068529,35
75917062018,98
18056178,69
43395382854,4
43395382855,47
54227076263,69
54227076265,33
54227528709,74
32536412793,64
32540920639,100
1712282,46
32536412798,32
10848790303,32
32540920636,65
10856805396,86
2884506,32
43397650245,39
7678653,90
10854784766,79
10863164223,32
10863286134,63
10863286138,17
21697758216,18
21697758448,46
21697953632,98
21698202457,23
21699635128,98
21699635262,73
21699945070,71
32536027695,12
32536027696,63
32536049271,76
32539649882,93
32539649883,4
32541817944,93
15299086,46
32541339401,12
32537649925,59
32536062348,50
32536062352,46
32537720673,43
32536062360,22
32536164649,97
32536169722,12
32536169733,32
32536169737,78
32536169738,37
32536319970,5
32536319972,57
32536319973,53
32536319984,74
32536319985,54
32536327338,13
32536327340,22
32536327343,93
32537649927,11
32537649929,50
32537719991,27
32537808745,71
32538581376,9
32539461741,6
32539591666,33
32539591667,67
32539868778,10
32539897273,65
32541722260,37
32541722263,17
32541730818,77
32541730825,8
32541730833,12
32541888048,65
32541888052,37
32541888056,63
32541918480,16
43391845407,78
32541737435,41
32539655910,38
10848790773,55
32537720678,49
32537720675,65
32537720676,54
32539655912,20
32541596040,5
32537720661,41
32541596047,95
32536062325,11
32536062315,97
32537720659,68
32537720663,79
32538368967,95
32536056896,40
10860069662,76
32539655907,46
32541596044,27
32537720657,15
32539655904,97
32537720667,65
32536062344,15
32537720665,45
32536062331,46
32536062334,38
32541737432,6
21693931612,80
21692943751,62
32541737438,9
32537720680,10
10852490175,94
32536062365,44
32536062368,48
32537720682,97
32537720653,49
10851034461,71
32537720655,70
10852578339,37
32541596037,34
32536056889,59
32537720651,24
10850945900,84
32536055661,70
32536055667,95
32536055668,79
32536055680,50
32536055683,94
32536055690,62
32536055695,55
32536055702,41
32536055704,80
32536357217,25
32536357224,74
32536357229,75
32536357233,15
32536357241,74
32536357246,5
32536357251,73
32536357255,73
32536402120,55
32537657634,47
32537657636,100
32537657638,19
32537657640,48
32537657642,73
32537657644,74
32537657646,79
32537657648,21
32537822577,45
32537822579,29
32537822581,50
32538531007,100
32539462703,77
32539462704,45
32539598768,78
32539598769,58
32539598770,60
32539598771,72
32539598772,39
32539598773,88
32539598774,72
32541397947,73
32541794723,44
32541794725,59
32541794728,15
32541794730,57
32541902707,91
32541902713,15
32541902717,48
32541902721,60
32541902726,94
32536104019,62
32536104022,11
32536327297,89
32536327303,90
32536327306,99
32536327314,68
32536327330,46
32537649917,90
32537649919,89
32537649921,10
32537649923,98
32537662356,70
32539461734,50
32539461735,44
32539461736,78
32539461737,14
32539461738,7
32539461739,53
32539663531,51
32540919429,1
32541722243,37
32541722246,62
32541722249,6
32541722252,13
32541776320,97
32542217284,54
32537720671,4
10849009286,78
10852374450,38
10857308692,99
10857326266,11
32536164142,89
32536164146,46
32536224371,7
32536287615,47
32536487217,31
32537657071,4
32537657650,99
32537657652,3
32538227654,75
32541794734,92
32541997927,100
32541979147,40
43395189277,73
43396118326,88
43396118327,92
43396118328,40
43396118329,34
43396118330,3
43396118353,25
54227255634,58
54227255636,64
54227264879,4
54227528721,86
54227528722,53
54227528723,53
54227528724,52
65081492307,31
65081865499,99
65082430469,67
65082857759,34
65082857760,59
65082857844,76
65084818305,38
65085114987,26
65085740341,50
65086068478,98
65086068479,4
75917061749,91
75917061915,25
21691175014,28
10863407297,15
10856805782,87
32538531150,97
32537720669,86
32539655908,51
17126232,2
15299182,58
14603682,85
18197973,11
21708197928,64
65081717177,29
65081717178,51
65081717179,33
65081717180,73
65081717181,5
65081717182,41
65081866079,56
65081866082,52
65082083167,11
65082159713,16
65082159714,96
65082672007,51
65082672008,7
65082672009,50
65082672010,30
65082672011,37
65083460283,22
65083559318,39
65083559319,76
65083559320,100
65083559321,13
65084544625,92
65086429822,59
65086429826,82
65086429828,92
65086757896,76
65086757897,89
75917085418,38
32536416938,70
32536056759,11
32536056748,22
10851158789,38
32535965813,71
32538680287,95
7678667,15
10850254236,17
10852852233,2
32536487207,12
32537720633,25
32537720635,73
32540909852,61
32540909849,8
32539469331,46
10859822623,50
32540799150,28
32536028062,27
10852909331,54
32538513085,18
32540919823,55
21697954158,67
10851158848,20
32537817201,96
32540740544,75
32539462689,66
43389177397,20
32537817191,84
10848672562,78
10852909355,51
10853116558,66
32537817197,67
32539462688,86
65084577616,30
32537817193,51
1712383,6
10863617005,10
10855034689,15
32536357176,30
32541794709,29
32537657621,32
32539469217,53
32539469216,91
7678783,93
14930352,50
14930356,7
14930357,55
10845689087,89
10847232922,71
10847232924,88
10847813423,21
10847813424,19
10847813425,40
10848678903,52
10848678905,40
10848678907,10
10848678909,27
10848903741,64
10849003487,5
10849013830,64
10849988300,61
10849988301,69
10850254020,90
10850254021,87
10850254022,65
10850254023,68
10850254024,21
10850254025,99
10850910583,79
10850910585,71
10850910587,49
10851794359,69
10852535366,94
10852535368,44
10852852069,50
10852852070,73
10852852071,83
10852909424,60
10863286557,62
21690890011,30
21695339056,28
21700302422,8
32536010770,9
32536112311,41
32536112321,61
32541811316,19
32539591643,13
32541779341,2
32539844755,78
32535958915,6
43389577176,63
43393282301,48
32536140758,5
32536140760,52
32536140765,47
32537649746,34
32537662348,59
32538531216,85
32539162680,54
32539461637,52
32539461638,29
32539461639,55
32541581140,52
10863288772,45
10859822629,35
32537649742,46
32538368062,24
21692984896,60
16405032,47
32541794710,83
32539469220,69
32539469221,74
32538581698,41
65082430669,94
65085151514,28
65085197634,96
65085330445,54
65085740508,59
75917123162,67
32536026917,50
32536133234,42
32537517760,14
32537187149,64
32537517763,35
32542045218,91
32539648713,56
32538749877,82
32538377074,34
10850831495,30
32536017360,22
11213435,51
32537663170,74
32538511354,99
32536071035,20
32536143239,13
32540806352,9
43389577171,70
32536293560,92
32540595896,53
13186805,17
10846812459,91
10846953496,42
10849035041,39
10852275848,15
10856799732,29
10859888929,40
32536040834,22
10849034878,91
14930388,89
32536070995,74
10856584627,76
3854606,66
21692138772,73
10863288857,20
32542045293,96
32541888981,42
32539591745,11
13354982,59
17126734,100
10849041098,74
10850945792,97
10852489973,75
32538674995,100
32541924032,50
32536141350,19
32536070806,28
32537809104,12
32537663108,89
32536070812,34
32540472767,27
65084926549,7
65086429810,77
75931584467,31
75931584504,60
75931584510,7
75932566687,28
75932756464,50
18198269,15
10853470480,80
32536222887,42
32537532527,81
32537830143,31
32541746599,84
43387868568,30
16784284,29
43387839272,15
6808088,96
6808089,66
32541931154,84
32536417132,88
32538687541,2
32537735348,91
32540747244,100
32539774558,88
32537657043,8
21695451872,60
32535937065,23
32535937068,26
32536349929,68
32536649605,38
32537809222,54
32537809223,51
32537809224,25
32539597790,28
32539597791,71
32539597792,50
32539598621,23
32539598622,71
32539598623,76
32539598624,71
32539598625,91
32540860634,7
32541581479,22
32541722332,55
32539598620,52
32536349910,63
8969582,58
14937131,8
14937132,93
16784439,81
18056344,91
18056345,55
18056346,32
18056347,99
10845753020,93
10845753021,78
10863164066,57
32537300987,32
32536349919,99
16784438,45
32540740782,2
32541909586,13
8969432,51
32536417701,7
8969524,76
32536402987,11
32536649123,61
32541817458,69
13186969,21
21695451626,24
21700302404,98
32535937027,78
32535937041,2
32535937045,52
32535937047,40
32535937059,40
32535966950,30
32535966953,7
32535966956,9
32535966957,21
32535966961,95
32535966963,55
32535966968,45
32535966971,32
32535966972,58
32535966973,33
32536012917,65
32536412833,84
32536412838,88
32537662379,12
32537662382,63
32537662384,25
32537663341,20
32537663342,72
32537663343,61
32537663344,75
32537663345,50
32537663346,51
32537663347,73
32537755996,99
32537809218,6
32537809219,43
32537809220,63
32537809221,82
32538847673,24
32538847675,29
32539469992,85
32539469994,86
32539469996,58
32539469998,44
32539470000,70
32539597788,2
32539597789,77
32540011310,88
32541581397,77
32541581398,39
32541581471,78
32541909582,15
32541979230,81
32542097039,31
32539649037,6
43391778838,65
75932676569,49
75933685080,68
32541902838,24
4943087,6
17126643,89
17126644,5
10848748225,69
10848748230,18
10849003048,4
10849988382,56
32537830437,74
32541029676,43
32536703789,23
32538531067,92
32540919216,42
32535959004,95
32541902822,34
32539598808,65
11213712,84
32539598809,35
32537792085,27
75931584727,68
75931588381,19
75931808471,83
75932016931,55
75932406135,70
75932566862,47
75933345980,57
75933520818,52
75933645256,38
75933975765,16
32538675816,98
32536656986,34
32538675812,9
21695531372,46
984002,87
2321105,78
16455504,73
10848011643,30
10854695454,98
10856799809,100
10860147362,20
32535958973,54
32536127440,8
32539598794,18
43389572269,88
10848925989,65
32536028097,44
32536028101,24
32539598790,1
32541902804,16
43389577170,84
43393282302,57
32539597793,70
32541138005,48
32536041838,39
32537809322,19
32539752840,30
32539760633,33
159463,72
21697953840,24
32536178860,29
32536386669,75
32536649336,7
32537728988,85
32537830232,20
32537830233,12
32538687194,47
32539607470,11
32541918114,52
43389577295,62
32540594931,3
10852909421,14
32536126963,91
32539597794,70
32541722337,23
32536386664,82
32536386665,55
32537728987,95
32537809321,69
32541923670,19
43387865547,91
43391009952,91
75931790607,25
75934048754,33
32539752859,82
32535943748,19
10845689044,65
32535943756,51
32538581972,8
32536363745,91
15306787,30
32539656816,2
32538680464,90
32536072572,78
32541969374,53
32536072573,27
32537531076,31
10859625272,23
32541597376,76
32540799470,38
32536186581,21
32540779747,18
32541588377,2
43389577300,77
32536186570,69
32539656819,38
32539656818,30
32538367512,74
32538581995,43
32536402610,22
65081717249,47
65083438881,81
65083559360,40
65084812159,79
75917236096,39
32540747455,64
32540747458,18
10845424008,13
32540596811,25
32540596814,61
32541462090,70
32540740879,74
32539605989,19
10860011562,86
32537657041,33
32536481199,62
32539598618,58
32540740779,43
43391010603,84
32537809225,68
32539598619,56
32541138099,19
32537663374,91
32541979231,90
75933947005,71
10850605322,8
32541780662,65
32541780675,78
32539470077,15
32537663375,31
32539752855,52
10863408149,41
32536649162,52
32536649169,91
32536649170,19
32537663373,96
32537809369,92
32538742463,57
32538742470,74
32540718703,64
32540718709,3
32540860669,4
32540860672,76
32541397761,59
43387865552,46
32541780665,47
10845753023,97
21692984887,41
32536126687,31
32536126688,91
32537523980,4
32537670080,58
32539001190,3
32539598377,3
32541787314,58
32539752857,42
6807897,75
10846812101,33
10857326065,26
10858832743,60
10859672810,11
21695339036,52
32537523855,40
32537728989,97
43394019240,90
7678834,73
10862870249,59
10863286371,60
21690890004,97
32536238512,4
32536349822,92
32536349828,10
32536349841,99
32536349848,20
32536349851,27
32537537861,96
32537657019,56
32537657021,12
32539598610,69
32539598611,63
32541759086,14
32541788217,53
32541788220,5
7678893,85
13355093,51
13355094,28
32541780680,83
32537809378,81
32535943773,76
32539752860,46
32537809375,96
32541909676,66
16784443,34
13355095,100
7678895,61
12090771,60
12090770,57
21690665174,60
32537809367,59
32535943730,63
10856916538,9
21697758303,92
21697758304,52
21697758305,70
21699635239,41
21699945172,97
32536003983,30
32537662570,98
43391778839,77
32541780669,90
32537809365,32
32539752854,89
32541780672,57
32535943707,7
32540740037,8
32539752856,11
7678894,51
32536363731,40
32536363739,93
32537809373,37
32539470079,57
32541909679,79
32536363736,97
32535943715,83
32537809363,43
32539649038,37
32536386673,19
32536386676,13
32537809359,33
32537809361,72
32537817299,28
43389577298,63
32535943003,33
32538580880,41
32536135080,85
32541397714,43
32540740034,32
32538422243,64
32536231746,97
32536231751,33
32536231754,89
32537537478,7
32537670079,34
32540703804,4
32537650015,19
32535943000,19
32536142204,97
32536142214,74
32536142215,98
32536142217,48
32536142224,10
32536142229,83
32536142230,81
32536142234,9
32536143056,33
32536822335,22
32537670610,15
32537670611,75
32537670612,56
32537670613,73
32537670614,84
32537817456,29
32537817458,43
32537831039,13
32538540453,65
32538687406,68
32539483974,18
32539483975,33
32539483976,14
32539483977,3
32539483978,58
32539483979,62
32539483980,25
32539484273,81
32539614791,90
32540703801,47
32541759597,84
32541759599,70
32541818005,90
32541818010,28
32541818012,82
32541818014,96
43389221475,5
43389221476,69
43390852461,69
75933982040,84
32535959040,23
32535959001,57
32535959008,64
32536028117,59
32541456274,63
32541902809,39
32539598804,3
54228311962,81
32539598805,39
10846862580,6
10847919309,59
10848679160,68
10850910735,36
10852852207,2
10857632024,64
32536112330,90
32538742442,9
32535942884,89
32537720275,82
21690889995,11
32536237756,98
32536237780,67
32536402962,20
32536402963,96
32537300945,42
32537735046,98
32537735047,65
32537735048,62
32537735049,76
32537735050,88
32537735051,6
32537816361,76
32539478174,58
32539478175,90
32539758411,63
32539758412,71
32541618592,10
32541618598,59
32541618602,71
32541618606,71
32541618608,21
32537649763,46
32537830450,11
32541894581,31
32539649039,74
54226494364,48
65080274015,8
32536363752,63
32540720028,81
32540740042,39
32540860676,77
32536027427,98
32538674523,91
32536417999,10
32538377048,42
32538581976,65
32540740805,70
43389577299,69
32538581967,85
32537663379,83
32541909686,50
32538742475,65
32536363751,68
32537663378,58
32541909683,78
983978,47
3734338,10
32536363743,64
32537809371,10
32535943740,25
65082671832,42
65085114994,15
65086879012,4
159367,51
32536363741,80
10859968147,79
32539470081,34
7678896,99
32539752858,62
10852275407,5
32535943742,29
43391845338,66
32539470083,10
32537663376,83
32537663377,5
4401024,19
10848193368,18
10850910392,68
21690979151,99
32536363755,94
32536363767,77
32536363772,2
32536401887,12
32537663382,67
32537663383,82
32539470094,4
32541909700,87
10863163456,91
32538581964,8
18056348,15
10862480108,98
21700302472,93
32536026759,53
32536238582,11
32536238620,70
32537537862,69
32539656817,19
32537531077,24
5792751,23
32540011311,46
10856584537,5
32536287622,65
32538676294,57
32539470085,79
32540720031,61
32541259864,21
32541909695,82
43394019242,72
10851034570,91
32536042327,46
32536042335,42
32536042337,31
32536127606,32
32536164629,48
32536355552,60
32536416224,44
32536416296,100
32536416297,23
32536481049,74
32538377051,64
32538377054,69
32538377056,2
32538679640,47
32538679643,25
32538679646,62
32540747563,75
32540747566,61
32540747569,34
32540747572,46
32540779744,57
